67.74,101.15
67.74,101.15
70.06,99.82
74.82,103.13
78.9,106.92
80.72,109.5
81.41,111.64
83.49,115.15
86.87,119.72
86.01,124.52
82.8,129.12
82.16,135.35
82.65,139.29
86.6,141.03
91.71,144.2
94.73,148.51
96.87,152.4
102.31,153.65
107.92,153.61
111.62,154.41
116.04,154.05
117.49,152.57
122.51,150.8
124.37,150.12
118.74,151.47
112.59,152.36
108.07,152.96
102.17,153.58
97.26,154.01
96.55,150.67
93.72,145.95
88.85,143.61
82.75,143.59
79.12,144.05
75.72,146.22
73.1,150.67
75.03,148.13
78.56,142.95
80.88,139.51
83.69,135.44
88.53,133.21
93.66,130.03
97.37,127.25
102.84,125.78
104.9,121.59
104.76,117.53
104.65,112.81
104.75,106.66
104.23,102.37
101.05,99.53
99.56,95.71
102.25,92.4
104.45,86.91
104.35,82.42
102.26,79.01
99.99,75.34
99.57,74.26
155.58,139.22
155.58,139.22
154.67,139.17
150.26,139.14
144.77,139.42
138.67,139.98
134.63,136.36
133.77,129.74
133.43,124.73
132.51,118.97
128.6,116.4
123.89,115.45
119.38,112.38
115.81,107.89
112.31,104.88
107.48,102.39
102.14,100.02
98.43,97.9
100.49,94.17
103.83,89.01
105.32,83.55
105.36,78.92
104.88,74.54
101.62,71.78
98.78,70.76
96.77,70.58
94.98,72.62
93.75,73.19
94.1,72.94
94.06,73.18
97.16,73.46
98.24,74.24
100.7,77.34
100.77,78.16
101.97,80.3
100.42,76.79
99.36,72.6
99.04,72.6
98.63,72.78
155.85,129.73
155.85,129.73
151.99,130.97
148.39,133.44
145.64,135.55
143.25,139.02
137.71,142.28
134.31,140.33
134.07,134.56
133.42,128.18
132.76,122.14
131.19,117.95
127.72,116.54
122.31,114.81
117.57,112.48
114.72,107.93
111.86,105.41
108.51,106.79
105.86,106.01
103.09,101.5
99.61,99.21
99.68,95.3
102.98,90.84
103.99,86.01
104.07,82.76
101.42,79.11
100.41,77.8
101.5,77.05
101.42,76.05
101.36,75.43
101.44,74.14
102.79,71.9
105.2,70.84
99.67,72.24
95.92,73.16
95.9,72.0
94.69,70.37
95.84,70.41
98.85,73.5
101.52,77.83
101.58,78.05
101.43,73.22
101.4,74.28
101.47,78.08
103.86,79.77
109.18,77.22
114.46,76.44
113.68,75.96
111.29,76.76
105.99,78.61
101.14,77.97
70.07,97.66
70.07,97.66
71.68,98.91
75.4,103.45
77.75,106.05
76.95,105.5
79.29,107.64
80.03,110.83
82.76,114.26
85.85,117.15
87.55,121.91
84.96,126.16
82.43,131.26
84.77,135.46
85.06,134.71
89.11,135.09
93.66,131.73
96.64,127.81
101.09,126.31
104.13,124.72
104.52,121.66
104.43,118.3
104.53,111.43
104.07,105.22
104.35,102.49
101.54,99.38
99.9,98.44
99.25,96.33
102.15,91.39
104.82,86.26
105.96,84.52
103.29,81.13
101.26,78.69
100.9,78.26
100.73,78.69
68.12,94.71
68.12,94.71
69.98,94.74
74.85,97.14
75.89,101.74
80.04,105.55
81.25,109.67
82.21,114.36
86.63,117.55
87.35,121.53
85.21,126.08
83.56,128.67
86.72,124.47
88.91,118.83
90.95,114.46
94.46,111.2
94.64,111.14
93.72,112.16
90.93,116.94
88.04,122.24
84.11,126.08
82.48,131.11
82.35,135.93
80.21,141.46
78.27,144.19
75.5,145.51
73.86,143.83
73.15,144.65
73.51,146.61
72.85,149.34
72.89,148.44
71.93,146.66
72.42,147.62
70.99,146.84
155.76,137.81
155.76,137.81
151.32,136.62
145.75,135.14
144.25,138.94
138.38,141.87
132.91,145.56
128.3,149.65
125.36,153.15
122.46,157.55
119.8,162.85
119.06,164.21
119.13,164.13
119.25,163.97
119.31,163.9
119.42,164.82
118.9,166.33
115.1,168.6
109.14,169.35
103.14,170.65
98.03,171.6
92.38,172.27
87.15,172.2
82.69,172.09
77.37,170.23
72.93,166.66
72.5,165.72
74.92,163.22
78.62,159.14
77.91,157.36
75.45,157.34
72.04,156.63
71.49,152.93
73.24,148.32
73.22,147.51
71.72,146.52
71.4,146.46
69.08,147.77
69.13,147.78
69.16,147.93
66.17,151.81
66.59,155.62
66.62,155.69
65.82,155.03
66.35,155.59
69.43,156.68
74.85,157.05
76.56,157.29
75.83,157.09
73.57,156.49
70.79,154.59
71.9,154.96
74.8,156.02
78.74,153.58
80.82,148.84
78.48,146.3
75.0,147.03
71.76,152.12
71.23,152.91
68.58,152.39
67.89,149.64
68.02,149.43
70.32,146.07
72.76,142.74
73.25,141.64
155.91,126.95
155.91,126.95
151.94,130.18
146.81,134.3
145.37,137.76
141.14,140.12
136.84,143.08
132.57,145.88
128.27,149.79
124.05,153.04
122.01,157.4
120.11,161.52
119.62,164.2
119.83,164.17
119.83,164.27
119.83,164.82
119.87,165.28
117.6,168.38
112.6,168.04
107.99,168.75
101.33,170.47
98.0,172.04
92.38,172.49
88.25,172.08
84.06,172.03
79.02,171.26
74.1,168.97
72.64,166.17
73.33,164.98
76.0,162.45
78.75,157.81
78.05,154.89
78.21,155.96
75.61,156.28
72.17,155.79
72.22,151.12
73.01,147.43
70.89,146.3
67.66,146.25
67.59,146.2
67.76,146.22
67.39,146.3
67.31,149.48
66.02,152.49
64.68,154.2
63.14,155.8
62.17,156.4
63.34,155.73
65.44,150.96
69.05,147.23
68.8,142.71
65.49,139.92
64.18,140.25
63.12,137.75
63.04,137.49
66.54,139.86
70.84,144.15
68.98,148.18
71.01,153.85
71.17,154.47
68.12,93.41
68.12,93.41
73.08,94.57
77.29,94.95
79.75,94.84
84.24,95.05
86.85,93.35
89.33,88.26
94.97,87.08
100.91,86.5
105.03,83.8
109.72,81.11
111.3,80.49
110.56,80.47
109.6,80.45
107.72,80.87
106.29,80.84
107.26,80.9
109.27,81.16
107.5,80.72
104.86,80.13
103.86,79.09
105.53,76.6
107.47,75.3
107.13,73.65
107.15,73.54
108.88,72.44
110.74,71.38
110.3,70.64
110.07,69.68
110.53,68.26
111.95,67.48
112.1,67.48
109.85,71.81
108.03,77.44
105.99,83.23
103.51,88.51
100.95,94.24
100.28,99.28
103.21,103.93
104.32,107.59
104.49,112.94
100.78,114.73
96.52,112.52
93.51,111.87
91.0,116.85
88.75,121.08
85.2,124.89
79.65,127.26
76.13,129.93
75.41,131.78
71.17,134.66
68.07,138.88
69.22,144.7
69.33,147.99
70.87,145.47
72.74,142.88
74.35,140.57
74.31,139.37
67.74,101.15
67.74,101.15
72.38,100.81
76.66,99.93
80.44,99.43
83.97,95.81
86.62,95.14
88.49,89.29
93.33,86.99
99.21,86.42
103.62,85.12
103.9,82.54
99.8,79.47
95.31,77.18
93.86,71.95
96.45,69.88
100.84,69.47
103.78,69.69
107.03,69.61
112.99,70.0
119.31,70.15
123.96,71.13
129.37,69.67
130.9,68.57
131.92,68.73
132.96,69.24
134.57,69.63
135.9,69.1
135.88,69.04
132.59,68.8
128.79,68.87
123.59,71.2
122.55,73.18
121.87,72.8
121.92,70.5
121.83,70.47
120.94,73.27
121.88,76.42
118.51,80.95
114.03,85.6
109.33,89.66
106.36,94.47
105.2,96.58
105.0,96.07
102.19,95.76
98.92,97.7
101.98,102.92
104.17,107.6
104.5,112.56
104.0,118.42
103.36,122.24
104.15,124.94
98.93,126.79
94.97,129.22
92.16,132.01
87.0,134.04
83.18,137.08
81.79,140.75
78.46,143.9
74.73,147.43
71.87,151.42
71.52,155.29
71.18,155.57
70.5,153.97
70.7,154.34
68.05,95.98
68.05,95.98
70.39,97.92
75.29,101.97
79.68,105.94
81.29,110.81
84.09,115.48
87.38,119.86
85.54,125.01
82.24,129.76
82.91,133.6
84.71,139.0
85.93,141.28
89.41,142.98
